STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014
South Carolina,Dillon County,45,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
South Carolina,Dorchester County,45,35,0,0,0,1,1,0,0,0,0,0,1,1,2,2,0
South Carolina,Edgefield County,45,37,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
South Carolina,Fairfield County,45,39,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
South Carolina,Florence County,45,41,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0
South Carolina,Georgetown County,45,43,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1
South Carolina,Greenville County,45,45,0,1,2,2,1,0,1,2,1,0,3,3,0,2,1
South Carolina,Greenwood County,45,47,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0
South Carolina,Hampton County,45,49,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
South Carolina,Horry County,45,51,1,0,4,1,1,3,2,2,1,3,0,7,9,2,13
South Carolina,Jasper County,45,53,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0
South Carolina,Kershaw County,45,55,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
South Carolina,Lancaster County,45,57,1,2,2,1,0,0,0,0,0,0,0,1,1,2,0
South Carolina,Laurens County,45,59,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
South Carolina,Lee County,45,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,Lexington County,45,63,0,0,0,0,4,2,2,1,0,0,2,0,2,2,1
South Carolina,McCormick County,45,65,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
South Carolina,Marion County,45,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
South Carolina,Marlboro County,45,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
South Carolina,Newberry County,45,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
South Carolina,Oconee County,45,73,11,1,1,0,1,0,0,1,1,1,0,0,0,0,0
South Carolina,Orangeburg County,45,75,1,0,2,0,1,0,0,0,2,0,2,0,1,0,0
South Carolina,Pickens County,45,77,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1
South Carolina,Richland County,45,79,0,0,4,2,4,0,1,2,0,2,2,3,3,5,3
South Carolina,Saluda County,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,Spartanburg County,45,83,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0
South Carolina,Sumter County,45,85,0,0,0,0,0,0,2,2,0,0,0,1,0,2,1
South Carolina,Union County,45,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,Williamsburg County,45,89,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
South Carolina,York County,45,91,0,0,2,2,0,0,1,0,6,6,2,7,6,5,2
South Carolina,South Carolina,45,999,0,0,0,0,0,0,1,4,7,18,4,3,1,0,0
South Dakota,Aurora County,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Beadle County,46,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
South Dakota,Bennett County,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Bon Homme County,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Brookings County,46,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
South Dakota,Brown County,46,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
South Dakota,Brule County,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Buffalo County,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Butte County,46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Campbell County,46,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Charles Mix County,46,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Clark County,46,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Clay County,46,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Codington County,46,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Corson County,46,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Custer County,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Davison County,46,35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
South Dakota,Day County,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Deuel County,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Dewey County,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Douglas County,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Edmunds County,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Fall River County,46,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Faulk County,46,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Grant County,46,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
South Dakota,Gregory County,46,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Haakon County,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Hamlin County,46,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Hand County,46,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Hanson County,46,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Harding County,46,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Hughes County,46,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Hutchinson County,46,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Hyde County,46,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Jackson County,46,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Jerauld County,46,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Jones County,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Kingsbury County,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Lake County,46,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Lawrence County,46,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Lincoln County,46,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Lyman County,46,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,McCook County,46,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,McPherson County,46,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Marshall County,46,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Meade County,46,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Mellette County,46,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Miner County,46,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Minnehaha County,46,99,0,0,0,0,0,1,0,0,0,1,0,1,1,2,2
South Dakota,Moody County,46,101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
South Dakota,Pennington County,46,103,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0
South Dakota,Perkins County,46,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Potter County,46,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Roberts County,46,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Sanborn County,46,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Shannon County,46,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Spink County,46,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Stanley County,46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Sully County,46,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Todd County,46,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Tripp County,46,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Turner County,46,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Union County,46,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South Dakota,Walworth County,46,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Yankton County,46,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,Ziebach County,46,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,South Dakota,46,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Anderson County,47,1,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0
Tennessee,Bedford County,47,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Tennessee,Benton County,47,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tennessee,Bledsoe County,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Blount County,47,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Tennessee,Bradley County,47,11,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Tennessee,Campbell County,47,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tennessee,Cannon County,47,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Tennessee,Carroll County,47,17,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0
Tennessee,Carter County,47,19,0,0,0,0,0,0,0,0,0,3,0,0,3,1,1
Tennessee,Cheatham County,47,21,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Tennessee,Chester County,47,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tennessee,Claiborne County,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Clay County,47,27,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Tennessee,Cocke County,47,29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Tennessee,Coffee County,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Crockett County,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Cumberland County,47,35,4,1,1,0,1,0,0,0,0,0,0,0,1,1,2
Tennessee,Davidson County,47,37,3,3,2,2,0,1,1,5,3,0,0,6,2,0,5
Tennessee,Decatur County,47,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tennessee,DeKalb County,47,41,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Tennessee,Dickson County,47,43,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0
Tennessee,Dyer County,47,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Fayette County,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Fentress County,47,49,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
Tennessee,Franklin County,47,51,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Gibson County,47,53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Tennessee,Giles County,47,55,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
Tennessee,Grainger County,47,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Greene County,47,59,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1
Tennessee,Grundy County,47,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Hamblen County,47,63,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Tennessee,Hamilton County,47,65,3,2,3,2,0,0,0,1,5,2,0,4,1,2,0
Tennessee,Hancock County,47,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tennessee,Hardeman County,47,69,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Tennessee,Hardin County,47,71,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Tennessee,Hawkins County,47,73,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0
Tennessee,Haywood County,47,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Henderson County,47,77,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0
Tennessee,Henry County,47,79,1,0,1,0,0,0,1,1,0,0,2,1,0,0,0
Tennessee,Hickman County,47,81,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
Tennessee,Houston County,47,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tennessee,Humphreys County,47,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tennessee,Jackson County,47,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Jefferson County,47,89,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Tennessee,Johnson County,47,91,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tennessee,Knox County,47,93,1,3,2,1,5,3,3,4,0,1,0,2,0,1,0
Tennessee,Lake County,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Lauderdale County,47,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Lawrence County,47,99,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0
Tennessee,Lewis County,47,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Lincoln County,47,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tennessee,Loudon County,47,105,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Tennessee,McMinn County,47,107,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Tennessee,McNairy County,47,109,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Tennessee,Macon County,47,111,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Tennessee,Madison County,47,113,1,0,1,0,0,1,0,1,1,2,0,0,1,0,0
Tennessee,Marion County,47,115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Marshall County,47,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Maury County,47,119,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Tennessee,Meigs County,47,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Monroe County,47,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Montgomery County,47,125,0,3,4,1,0,0,0,0,1,0,1,0,0,0,0
Tennessee,Moore County,47,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Morgan County,47,129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tennessee,Obion County,47,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Overton County,47,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Tennessee,Perry County,47,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Pickett County,47,137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tennessee,Polk County,47,139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tennessee,Putnam County,47,141,0,0,0,0,0,1,1,0,0,1,1,5,0,0,0
Tennessee,Rhea County,47,143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Roane County,47,145,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Tennessee,Robertson County,47,147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tennessee,Rutherford County,47,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Scott County,47,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tennessee,Sequatchie County,47,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Sevier County,47,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tennessee,Shelby County,47,157,1,2,0,6,1,2,0,5,5,7,3,5,0,0,0
Tennessee,Smith County,47,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tennessee,Stewart County,47,161,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Sullivan County,47,163,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1
Tennessee,Sumner County,47,165,0,4,2,1,1,0,0,1,0,2,1,1,0,2,0
Tennessee,Tipton County,47,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tennessee,Trousdale County,47,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Unicoi County,47,171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tennessee,Union County,47,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Van Buren County,47,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Warren County,47,177,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Tennessee,Washington County,47,179,0,0,0,0,1,0,0,0,2,5,1,0,3,3,2
Tennessee,Wayne County,47,181,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,Weakley County,47,183,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0
Tennessee,White County,47,185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tennessee,Williamson County,47,187,0,0,1,0,1,0,0,1,3,3,2,0,1,3,3
Tennessee,Wilson County,47,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tennessee,Tennessee,47,999,0,0,0,0,0,0,0,2,0,0,0,4,4,3,0
Texas,Anderson County,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Andrews County,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Angelina County,48,5,1,1,0,0,1,0,0,2,1,0,2,2,3,1,0
Texas,Aransas County,48,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Texas,Archer County,48,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Texas,Armstrong County,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Atascosa County,48,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Texas,Austin County,48,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Texas,Bailey County,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Bandera County,48,19,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
Texas,Bastrop County,48,21,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0
Texas,Baylor County,48,23,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Texas,Bee County,48,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Texas,Bell County,48,27,0,0,1,2,3,0,0,1,0,0,0,0,0,1,1
Texas,Bexar County,48,29,2,0,0,4,6,3,0,1,0,1,0,2,0,1,0
Texas,Blanco County,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Borden County,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Bosque County,48,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Texas,Bowie County,48,37,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Texas,Brazoria County,48,39,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1
Texas,Brazos County,48,41,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0
Texas,Brewster County,48,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Texas,Briscoe County,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Brooks County,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Brown County,48,49,0,0,1,1,1,1,1,2,4,23,1,3,5,3,0
Texas,Burleson County,48,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Texas,Burnet County,48,53,0,0,1,4,0,0,0,0,0,0,2,0,1,1,0
Texas,Caldwell County,48,55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Texas,Calhoun County,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Callahan County,48,59,2,0,0,1,0,0,0,0,1,6,1,0,0,1,0
Texas,Cameron County,48,61,0,0,1,0,1,2,1,0,1,2,0,0,1,0,0
Texas,Camp County,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Carson County,48,65,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Texas,Cass County,48,67,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Texas,Castro County,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Chambers County,48,71,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1
Texas,Cherokee County,48,73,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Texas,Childress County,48,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Texas,Clay County,48,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Texas,Cochran County,48,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Texas,Coke County,48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Coleman County,48,83,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Texas,Collin County,48,85,2,3,9,1,0,1,1,3,9,28,10,1,3,3,2
Texas,Collingsworth County,48,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Colorado County,48,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Comal County,48,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Texas,Comanche County,48,93,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
Texas,Concho County,48,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Cooke County,48,97,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0
Texas,Coryell County,48,99,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0
Texas,Cottle County,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Crane County,48,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Crockett County,48,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Crosby County,48,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Culberson County,48,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Dallam County,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Dallas County,48,113,13,7,23,16,2,1,0,2,4,47,12,3,2,2,4
Texas,Dawson County,48,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Deaf Smith County,48,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Delta County,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Denton County,48,121,6,5,5,5,1,0,0,10,18,23,11,8,5,1,1
Texas,DeWitt County,48,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Dickens County,48,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Dimmit County,48,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Donley County,48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Duval County,48,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Eastland County,48,133,0,0,0,0,1,0,0,1,3,5,0,0,0,0,0
Texas,Ector County,48,135,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Texas,Edwards County,48,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Ellis County,48,139,0,2,1,1,0,0,0,1,4,2,3,2,0,1,0
Texas,El Paso County,48,141,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Texas,Erath County,48,143,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Texas,Falls County,48,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Fannin County,48,147,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Texas,Fayette County,48,149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Texas,Fisher County,48,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Floyd County,48,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Foard County,48,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Texas,Fort Bend County,48,157,0,0,1,0,1,3,1,2,6,3,1,0,1,2,1
Texas,Franklin County,48,159,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
Texas,Freestone County,48,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Frio County,48,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Gaines County,48,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Galveston County,48,167,0,0,0,1,0,0,0,0,1,5,3,0,0,0,2
Texas,Garza County,48,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Gillespie County,48,171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Glasscock County,48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Goliad County,48,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Gonzales County,48,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Gray County,48,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Grayson County,48,181,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0
Texas,Gregg County,48,183,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Texas,Grimes County,48,185,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
Texas,Guadalupe County,48,187,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Texas,Hale County,48,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Texas,Hall County,48,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Hamilton County,48,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Hansford County,48,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Hardeman County,48,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Hardin County,48,199,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Texas,Harris County,48,201,9,1,4,7,6,8,3,4,12,22,31,8,11,11,8
Texas,Harrison County,48,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Hartley County,48,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Haskell County,48,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Hays County,48,209,0,2,3,1,3,4,1,1,1,1,1,1,1,4,0
Texas,Hemphill County,48,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Henderson County,48,213,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Texas,Hidalgo County,48,215,0,0,1,3,2,2,0,1,7,6,3,1,0,1,0
Texas,Hill County,48,217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Texas,Hockley County,48,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Hood County,48,221,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Texas,Hopkins County,48,223,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Texas,Houston County,48,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
